DATE,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HKG,IRL,ISR,ITA,JPN,NLD,NOR,NZL,PRT,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific
05/31/2002,0.04408677376680668,0.017466713488985316,-0.008957748239948663,-0.03782133284444073,0.02901333194105203,-0.026655398688726385,-0.0248620399326044,-0.037008092623541454,0.12577904282097907,0.027653916655275317,0.03946203759730305,0.08108631846654417,-0.001033990806358272,0.04896065457673108,-0.027004829322189717,0.01239695570525592,0.034333472428698754,-0.006249902396362586,0.00263571882830579,0.03667496613262551,-0.029600770083376114,0.03267221933212759,-0.011885321211755291,0.001636409787196388,0.0091618446946216,0.017833061711304964,0.015877687906582377,-8.267774945057427e-05,0.031220107699309635
06/30/2002,-0.0040212062267134165,0.0238063320941119,0.042016819044619555,0.007880934148899541,0.019564485526938957,-0.06597138925840987,0.04231146341197142,0.038943629328771434,0.006956087689976083,-0.06220766179177155,-0.02086035336069239,0.004912388915096562,0.03772580758676147,-0.06886305639121208,-0.03356468041801916,-0.00729873396075096,0.016867427653305817,-0.022877465999019738,-0.05913367945529972,-0.020973462004714578,-0.055147048146196746,0.04591386476906341,0.0019572819894791843,-0.021506308758355297,-0.01567274848764729,-0.009147455247977368,-0.02457508737132103,-0.020181687860459478,0.017935034447405872
07/31/2002,0.025743864970482477,-0.10926013510645566,-0.07510272863361639,0.00380414510721914,-0.01595439282487223,-0.020256675566265273,0.008596827471432252,-0.03377906831219046,0.0738568557303104,0.029452275887058524,0.03577274684510419,-0.04477074346326058,0.011809155563099763,-0.17163455800387592,0.0242896739525562,-0.021543170615644768,0.028055900221345395,0.02245013260799395,-0.046788767626009815,-0.01655120953765302,0.002980404788324569,0.012415590454644965,0.04457862281536436,-0.04138474358947233,-0.015201890251559342,0.013093068050704875,0.007657594034989011,-0.03931297797239579,0.025320121058775017
08/31/2002,0.021985209778718817,0.040178140863760835,-0.07157134016080682,-0.015462126734073631,-0.005384348636324116,0.031019605663866173,0.06058813208774274,0.03198538557874886,0.012901999480930917,-0.01564476615488768,0.0057543564328962765,-0.01621394931983853,-0.0048756271703824326,-0.03890028295041276,0.04357225261102246,0.00712391818986763,0.00914631038754698,0.02658253949596195,-0.00599205601821369,-0.06090534864282257,-0.013676424581779516,-0.01783676276785673,-0.011811329476935157,0.005723368804393036,0.005511178590394222,0.005280362822161058,0.005811893021343138,0.004770919387840638,0.007488836939375536
09/30/2002,-0.03630952672918482,-0.045170799848710926,-0.12403941399728532,-0.060051975787388724,-0.045041571744795894,-0.10215932951307019,0.11289165193105385,-0.027657466352297218,-0.015958029064114608,-0.06124915500508964,-0.08139496589902077,-0.03448325375251483,0.04311585163976396,0.06028256243348365,-0.09867617599422343,-0.007776102502070715,0.0222244731958242,-0.037060049496309005,-0.015614959138133183,-0.07926796586025972,-0.024898722394787715,0.004249737959825105,-0.016560241168058463,-0.04712866102490641,-0.04075087447718802,-0.03364864625022481,-0.05923662459191282,-0.04771903570417221,0.017370167368474573
10/31/2002,0.013278107508849871,0.19747281772045236,0.027854499975059687,0.06914218772905412,-0.013584891726602821,0.13758785211285116,-0.0737199331884621,-0.03942713542948477,-0.07059451681505546,0.09369425262393878,0.07567855024056107,-0.031545330985688895,0.02098009401571596,-0.04366717490795401,-0.12990744972057994,0.028281688882991145,-0.0034385629820608485,0.12094734935520757,-0.06143435270897645,0.0007100398669734193,0.006473188702827269,0.012356192775301856,0.21587723098598371,0.01793068980717322,0.029473541690752614,0.042324996925093665,0.06398586253657303,0.020351272699474343,0.0014392702359620787
11/30/2002,0.03689666999193568,-0.07554737789784237,0.06970350440823236,0.05832903967938438,0.09169333778828992,-0.0018099444764690625,0.03740151748563926,0.04325159248793836,-0.04233668306847686,0.15248817144088292,0.07996288880672588,0.028157454467844324,0.006348417433063725,0.08880363856578223,0.15692059318513757,0.007581954672305427,-0.003692469445226754,0.072768270504056,-0.05479024098981933,-0.008550127374559666,-0.006864248095141537,0.050717899572296075,0.04175128976779087,0.11371341356311652,0.08255646546984921,0.04664531240878317,0.06793290603502579,0.11123393516093397,0.004073725081265905
12/31/2002,0.027014349931949812,-0.03709110753750913,-0.05083097110592555,-0.07346315515460647,-0.008802753222238545,-0.03906867989203394,0.03291940718338223,0.043342101438420225,0.06987451953234608,-0.008316643206363977,-0.016317601093390956,-0.08248939285983874,0.06647606990031327,-0.052814334618304766,-0.10372901451080324,0.00037284307182140417,0.01914688685231969,-0.04589747686031127,0.04750374066047535,-0.0258058503816801,-0.021601007712149123,-0.0056764736863391865,-0.008344910969659678,-0.005429216089558312,-0.004973282121257075,-0.004440410179728815,-0.01321544922578432,-0.008437309350755777,0.02430526909747282
01/31/2003,0.040553039618269955,-0.00933399507842188,-0.06731733309313499,0.020363751427235184,-0.011838352334658348,-0.026224163365940623,0.045885935883500255,-0.010022861607390222,0.024431571114442552,0.10529802855572608,0.04428016178851329,-0.05179424331759629,0.07513663583981953,0.3553879109826445,-0.05797954796328319,0.03354033488955805,0.041871795637462,0.008737709534031277,0.04805050489954486,0.10925797904249092,-0.036053755039336416,-0.005720821994575799,0.012521647076153726,0.005035917529564289,0.019154553809773746,0.035168324203144384,0.03191136808404867,0.005755062862822058,0.044036962468383976
02/28/2003,0.027332412251790048,-0.032437813187384854,0.06875050049540068,-0.023085972156883367,-0.07169819837046267,-0.032528828851086,-0.026586753102287152,-0.031711984488222746,0.018246100001773118,-0.02146255316913612,0.007372677607889822,-0.03560222480009138,0.01966888342365238,-0.03370354728798763,-0.020390036164338897,-0.04779738416835336,0.04260842117250612,-0.03201585538606525,-0.04048356713772567,0.0269772983409852,0.007305651715365484,-0.021975176429570798,0.0236673858064916,-0.030645140600491533,-0.016670607728110656,-0.000774995998633283,-0.017803185296404383,-0.030271888305531125,0.035623819437183256
03/31/2003,0.004023287478835028,0.03648739403434166,0.027650311789087206,-0.02039863211948216,-0.0232372350417294,-0.018496170901121906,0.034482563367929014,-0.009849552059791062,-0.02408262370761699,-0.047510193764360796,-0.03678987876922663,-0.046085198375024186,0.0017404103477631017,-0.10197530786257208,-0.02274443203309698,0.007460541638086678,0.00022878467375270196,-0.0013219182973315516,-0.02069320827421483,0.031762933681262616,0.054171392603915736,-0.013357207141693025,0.01811172439780307,-0.01926396545764492,-0.017266301155814012,-0.014995882187274778,-0.022940683880817613,-0.01932227299828263,0.0005023768620577686
04/30/2003,0.0116550434460135,0.07476524538130498,0.062174897158910794,0.041576003628672725,0.04666525162186921,0.13058992874589342,0.03762018212074089,0.05587947102746246,-0.020882496564172924,0.12073893603847827,0.03829968746946735,0.1566815263083047,-0.015170313586913014,0.025310823407750763,0.07519230961881827,0.022397035339153874,0.0009900279915454105,0.1539968370870788,0.20850849202703975,-0.201302277140964,-0.013490535063616086,0.03799768077510655,0.041947442870700624,0.06348830703580005,0.05596528103348838,0.04714726974118557,0.0728397730682812,0.062375288431564875,0.0005839328667189368
05/31/2003,-0.06181586602658624,0.0257784569526935,0.05105988851257833,-0.003994729627817351,0.021106920551695482,-0.01454300054423571,0.06425808181416517,-0.03043759833839152,-0.05383713548780509,0.02955314831344534,0.07323799223721224,0.006010595426653012,0.06178763837060853,0.28945015339495217,0.18596793558515806,0.0056282152239088,0.029044894951487245,0.10300874531506932,0.06403355159091932,0.061546263954949734,0.06158788808513551,0.10111767873467153,-0.02863235697147331,0.07063173477711397,0.051942112815232616,0.03014499824282116,0.03632951992338352,0.06689249565401428,0.024241510192490198
06/30/2003,0.012013231874446676,-0.0256376704614681,0.08258315182257032,-0.004130061889204663,0.008790634751905032,0.09033864698493241,-0.027050026345575094,0.021766393699349927,0.07135857113253563,0.05660994794586044,-0.016555678233301372,0.047493443997170384,0.016645450343065436,-0.036735554871478476,-0.045839065431628356,0.03235992882498539,0.06969543668662842,0.07464296319044295,0.04773740618133451,0.01827064128704688,0.033474321827406305,0.03375955508948972,0.027362028719893457,0.01581511653395431,0.024595057351706834,0.034787012090248606,0.029066101468538396,0.014787756132983334,0.05475270549672546
07/31/2003,0.020686770971809557,0.05514172636158686,0.029853532297456707,0.00671560355710217,0.08194029970978657,0.05901116253815652,-0.003984521721616266,0.019466789601493416,0.08742543101686592,0.03972100056849786,0.026490901274757582,0.10390615819482452,0.02184671422724115,-0.0027447223586554645,-0.01681955736020165,0.025411609347741917,-0.009034844444597801,0.0309189325042542,0.06000278157510047,0.03545463317811076,0.04193158089153737,-0.02414104576023913,0.06517471676317675,-0.019523659587195027,0.0009041670366957768,0.02436552042780855,0.03974160674974674,-0.018154793856556523,-0.0023570711193013245
08/31/2003,-0.02951712908104316,-0.00427788290348154,0.06713134050092374,-0.02179686090468293,0.07334544061100787,0.055153667750543464,-0.005042549467240127,0.013659942150863122,-0.024789374257478472,0.0022015885483629358,0.005655484893243383,0.00615416305149008,0.1245482605024808,-0.010768175041301896,-0.03123240002155441,0.004279514584207328,0.010682599310338166,0.021297667389937398,-0.032318772462541494,0.011008797946783045,-0.011537671784394304,-0.04274527633333411,0.015787220341215023,0.015670877198110538,0.01532003961821515,0.014917026273764006,0.017615525972321383,0.013773199966646775,0.016732765240983532
09/30/2003,-0.008428396595611676,0.003259782371077323,-0.00636376847711884,-0.020567705938634374,-0.016290859893836294,-0.0054758482830115215,-0.03837515354963007,-0.009609327240458626,0.042954065538954415,-0.012497452803282849,-0.012988153867223426,-0.07542731738327496,0.014536012874308961,0.09779203752610299,0.08271701456562888,0.013893252546844275,-0.008557149005615865,0.024778405432156612,0.03480423149815365,0.01129603779212391,0.03161232758926924,0.02469376601903347,-0.013022875141493312,0.010565545162957579,0.0029597434892456587,-0.0057560426501774885,-0.0049301917265482205,0.008957395167606923,-0.004489321592113663
10/31/2003,0.019100864522968705,-0.021166162529238454,0.03162676775471824,-0.05143334875005412,-0.012298852083672044,0.01790885061245324,-0.047736340436320066,0.016293499769685464,-0.04220115428420534,0.021453532582603976,0.0031350219570175026,0.059637352199429464,0.01717502252019186,-0.10118035664135232,0.06771179635214652,0.01304157287238253,-0.02812556324784804,0.022802328661638376,0.012616081780442635,0.021764840652969276,-0.07759735731620807,0.044284632802313637,0.04457109988046425,0.006617661956436911,0.0021559766890442986,-0.00271357239212869,0.00962402163407142,0.0035115770537785026,-0.014901845171308981
11/30/2003,-0.01797328568221302,0.030550257242357548,0.017361999377636644,-0.010238575830180762,-0.01130289579704848,0.006982433895976203,0.03608349929739425,-0.020134109233944767,0.016992603141391015,0.02428702966686407,0.012554216940362477,-0.021701603087849845,-0.027951560134269426,0.07700558157795732,0.04361777940783804,-0.028884881183105095,0.02215066521287954,-0.0034704591646161995,0.025406592243519686,0.020252627377471615,0.022976993781322813,-0.022715697671997402,-0.0006525932123200937,0.01032494225920642,0.008734565887809067,0.007002482552056351,0.006895130582787314,0.009210096838356854,0.010285530548524328
12/31/2003,0.02675951213389576,-0.04648143038098314,0.035163427497679235,0.0422410563389948,-0.01037338009621807,0.02860000880039861,-0.040457199627110765,0.0305840153091621,0.011135655097195262,-0.005029109760170692,0.016786537349543478,-0.011801770594405726,0.08872865857984477,0.058179158749464346,0.05486741185160652,-0.02744347638054983,0.024414017757762425,0.021168413468368008,0.06637667287581267,-0.003208356199316081,0.04438342269704815,-0.014422653867783092,0.04203951536212242,0.05389877318457105,0.03752137262655753,0.019678376657775155,0.011319551842185723,0.053259227236780775,0.030596629170144614
01/31/2004,0.00472329313696945,0.08062536065218705,0.01631901625373347,-0.03262362698289665,0.02125911847929642,0.015751823082429138,0.016918173974472903,-0.04314116214968876,-0.10600321030601612,0.011134428388900029,0.01668765712401188,0.008585160751207577,0.015306799059261527,0.12975247943767726,0.024358704019939677,0.020939847142988605,0.023031265681587934,-0.04030326567570239,0.018253163099102656,0.0010178151374133342,-0.018671768877412682,-0.024879336572097982,-0.024077184264492027,0.0022755704646164067,0.004957045474931593,0.007809801879477768,0.00640007808095457,0.0003297422756454245,0.018051153407401165
02/29/2004,0.019063873724605933,0.0702893332336734,0.02748475411507733,-0.0069430678911768465,-0.007124954620577976,-0.00306641797868361,-0.05861037853954644,-0.022510866653873387,-0.009449212700269907,0.014132855020973733,-0.007994284374916647,-0.030604390319141153,0.036318429202094056,0.21150593210423124,0.05423963235133641,0.016748544979080134,0.03712141067122542,0.005973515347289339,0.07456872073209864,0.014892851826957047,0.000867712181464796,0.0052920734486483646,-0.030396463432244013,0.009023574559514214,0.010207126662623474,0.011466277691408662,0.0011813563858104562,0.008145113146390149,0.03358514911447481
03/31/2004,0.004531507170691005,0.037855805674550255,-0.008325362655159384,0.018501346411886072,0.040724413771888165,-0.029150883345279318,-0.01421425285731353,0.02439548337373741,0.048694863671126895,0.008191642695247935,0.009396962071795772,-0.05631421099878586,0.011658369235619626,0.011839842384474913,0.0221706918637423,-0.012073625828864516,0.015547547660027111,-0.035837717820978894,-0.007528824565388018,0.03731555024751625,0.06486629893605284,0.01665202786426773,0.03686133200849583,0.006424278250493367,0.007377888164189541,0.008385140189430127,0.004322433144555382,0.007096218943010006,0.013942131737559375
04/30/2004,0.03903817989517988,-0.0028683616598574593,0.01272205709087612,0.07352569480666177,0.024314135969973553,0.0031071345322406145,-0.020916429047164422,-0.0018701414957981513,0.1888014633366803,0.019108571261273338,0.01361227980093003,-0.023038139290925276,-0.012818956312375973,-0.034513378201323275,0.021227771550213347,0.02699785555323701,-0.023314178999682092,0.06600574963722956,-0.03383734318542039,0.01688652529937749,0.02966869324516175,0.008103681032910294,0.04216768830037347,0.010737539071822027,0.010919013895095916,0.01110596003686594,0.020085087910322694,0.014291517518425724,-0.014165866723721858
05/31/2004,-0.0030183761270705413,-0.010182429376204533,-0.029510322841791184,-0.013356655861885907,-0.007330721776073628,-0.02498808007584277,0.01398120441601306,-0.0023323459875537605,-0.013636808181839544,-0.026872347482058734,-0.004179907761154638,-0.06263931792230566,0.02426846669841653,0.0037249259208285736,-0.00386681207398263,0.0007205624867269698,0.04008600827240663,-0.0029277640712396975,-0.045983629928227535,-0.0022790527407042507,0.00898768056770528,0.004350951581682128,0.011175106092227396,-0.011502324392285462,-0.003910443186909531,0.00400373542621205,-0.011388113679526803,-0.011603102276725757,0.032367399148012205
06/30/2004,0.0019086421479906218,0.021750928908428835,0.014682744108195374,0.013440903841991116,0.01177938816099974,-0.021453277135290952,-0.029075392675558896,0.007206457194166689,0.019891434587348027,0.024792370054185962,-0.008822235588523056,-0.027271147696449314,0.001439471675534848,-0.020031206437245326,0.009802199001746979,0.023522654654420504,-0.00867827030049835,-0.02159709318579763,0.04540839375538497,0.03851318816346626,-0.01605318298324436,-0.003490166650679475,0.0013765385948436857,0.023065341558841216,0.011627240618249731,-0.0004919967553405182,0.0012625958056870165,0.022534387563792443,-0.0059817422112051445
07/31/2004,0.02665882954916838,-0.035277110256501945,-0.027036011651535907,0.06605459277963444,0.03144823353753779,-0.0005975276842983073,0.017651971009715713,-0.02507711048351783,0.10636524271199838,-0.005156230120523724,0.023783527032402885,0.01792765231462891,0.007558810516896825,0.07250104322768193,0.08946258628503236,-0.0025103404930018835,0.04693989797838618,0.009251748174084482,0.02434672952391112,0.007666387251232629,-0.03415467963682406,0.015113154031146143,0.04859489207374043,0.03498490276542436,0.0300443096090901,0.0248469825977711,0.011761693428683658,0.036731212028088496,0.03930263162344252
08/31/2004,0.009064146948521467,0.0415814864768017,0.019111988891184914,0.003799007729063395,-0.0037217161874550687,-0.0013979498314936499,0.007899008226708025,-0.0013156513656625481,-0.0076690953480710615,0.0065262029854707415,0.017266633628825096,-0.05029245766638778,0.05568663148540252,-0.04878737383911793,-0.02080737800619471,-5.955560670340516e-05,0.0023403412737804078,-0.0034703887954846344,-8.667110581735788e-05,0.0019290879497557284,0.020593144612301276,0.025943017837454414,0.016743776733836833,0.008390112532208692,0.007772652249052827,0.007124086608379902,0.005813021102751993,0.008125083214139853,0.009949079492256105
09/30/2004,-0.0038476262929315348,-0.018377904879652282,-0.0002312235590283063,-0.020746985272406274,0.0006664120806660566,-0.019459043973907977,0.03418296040213522,-0.022342799662477528,-0.09971131921045995,0.007437762056544572,0.00904340167021724,-0.022849599727055102,-0.003436387290139206,-0.015053181832489885,0.014093094753396988,0.03659435863049797,0.02505831280070079,0.004441072222295261,0.03494328484282797,-0.001816489386947188,-0.02187004703527838,-0.006469101576381333,-0.04068945275964614,-0.007777946308204493,-0.0015427297169183412,0.00499176016359117,0.0005197756319898841,-0.008531644774091424,0.017150333468338004
10/31/2004,0.001662158547290838,-0.0022398588767745323,0.02034134148171811,-0.02004680615181149,0.003694903359281068,-0.0009187488289067478,0.06870970715153678,-0.009529865108465398,-0.037843593778480816,-0.009070284367809978,0.012000733366781754,0.026605339788961662,-0.03847216781599076,-0.037117947165288455,-0.062417477070729685,-0.018734972529846336,0.017381161665584288,-0.001935201737514049,-0.018291900691392516,0.003121896061000131,-0.03739789529721112,0.0108209403771196,0.02546809611790265,0.0006781064118971958,0.0012693852609345002,0.0018835772752835165,0.0006542368046555305,-0.0006037667008509461,0.00848258704821562
11/30/2004,-0.039786405044077135,-0.034788720632259504,0.04879912331759696,-0.0015274949733488957,0.03159246339586509,-0.019062399891785434,-0.008889206691365954,0.02807530016067599,0.021659549354479456,0.00049624521745822,0.0012750627472467978,0.005184024726198694,0.04281928870405377,0.054604097623413186,-0.07923375460227579,-0.015215393124094838,0.014814134716078876,0.0193332042183458,-0.020412909834582816,-0.009995233447771344,-0.01783660940987206,-0.011279550709207942,-0.003880738157435677,0.020065231156962907,0.012601882526473087,0.005018728258384956,0.0030455585449960087,0.01866715911557818,0.009885458612768985
12/31/2004,0.028267586515386727,-0.06175357577294625,-0.034093034299425125,0.02066203772412051,0.00891498771443724,-0.0032761084116408636,-0.01671144125149273,-0.0070802488959760615,0.00647920523032932,-0.005074820396326006,0.0034187173359893973,-0.0729112640880166,0.02643150239210218,0.030309611149976087,0.025045925176883234,-0.030836667051935558,0.007253102905550876,0.01123696807862381,-0.013711519951635734,-0.023689834348318065,-0.028627152764573463,0.024728162469229785,0.019268331299435622,0.010628876561026205,0.007101810605801626,0.0036006307331802887,-0.0035355063685020153,0.011285747190227305,0.012778876952127335
01/31/2005,0.0068658942341041805,-0.004379101760954284,0.002545927926449779,-0.001854390232237787,0.010465310289079382,0.04469713805960007,0.04278677635300208,0.0176702951069584,0.009768421785188452,0.036104931492355004,0.012397018604275941,0.11000764488542172,0.001803853278790916,0.028195089361107963,0.0945929748992113,0.029254667381928213,0.0017064762351526944,0.02199299401105641,-0.010950984673942038,0.010277736399725838,-0.03930602879130189,0.0027697425856934126,0.010989417851734717,0.00186653387953094,0.008340669813856661,0.01472077771760881,0.023422574408353193,0.0016255182694200397,0.002485192604731276
02/28/2005,-0.024225487777697237,-0.07343619916855701,0.001059648646845544,-0.014500606930343546,0.006231793474114287,0.009415857700049851,0.028826148185478757,0.04271122995932447,0.007648428184517725,-0.0008153300933015153,-0.020854480016651133,-0.034743510357908014,0.003373862163811781,0.2548743202864959,0.004104093642440784,-0.00864777170816246,0.023233760002834756,0.005980416081166318,0.04325011269475002,0.06446056462514398,0.006252018980049919,0.008305153789293222,0.02224193911242463,0.006947077173466853,0.0057985374369534624,0.00468638773239102,0.0013702489963597067,0.005562506346945794,0.014368410215110695
03/31/2005,0.03490977908686685,-0.07019633220204355,-0.003749922362171953,0.02032358666187553,0.015129764487526324,-0.021705228014927445,0.028137411985153578,-0.00241537623893643,0.03445689289297543,-0.025217865711535635,0.014161925196938149,-0.04520331922151538,-0.011785446079877604,-0.028605800733857625,-0.014828077315651075,-0.026542665272951148,0.03851947339724085,0.013391079346423631,-0.00581638056673117,-0.023893772927413407,-0.008720001916052725,-0.033948980413912706,-0.013220488802248319,0.020944875044928053,0.014449132972569615,0.008285730103393493,-0.004398475092274304,0.020903019286714886,0.028714669773619715
04/30/2005,0.01033814019190331,-0.08777501211002678,-0.01644509886741045,0.01431705225917475,0.0203983153090789,-0.03604347021861288,-0.015704624174232622,0.003035132613883504,-0.027181887938345212,-0.028690577407656705,-0.023702579231499505,-0.006536949814867688,0.01675130775711649,0.16457719924938183,0.03041847997252592,0.03095822916095841,0.00861169761072145,0.004693161759832025,0.03125953113335907,0.084883020543789,0.0009664208776822925,-0.013807197165305226,-0.04398735722255586,-0.009501266763841502,-0.006418200507636052,-0.0034713357203463714,-0.012719473014783905,-0.007854835539997653,0.009346282624640658
05/31/2005,0.02330598761283369,-0.056939378308934155,-0.0073523860957662324,0.02105597723483233,0.0021456589356063753,0.019169010370717464,-0.0008754563264774936,0.01020224043647502,-0.026167765722983398,-0.001668997877855812,0.013887727697187179,-0.04857835505555054,0.0044079859161288175,0.04435900280851958,-0.04372327698000059,0.01568528125328673,-0.0005494465874621088,-0.000925496488589819,-0.011152958613923309,-0.029504082812508957,0.02754210403880446,0.015473410037417456,-0.03544050986453206,-0.006347922363193048,-0.0002877708243406805,0.0055152912112380395,0.004758363655243328,-0.004514084447482192,0.003680252648323645
06/30/2005,-0.02450606389033934,-0.10287789085572563,0.02034700811544244,-0.015298484459761117,-0.00955275561716892,0.013340834853095836,0.0015463634075485763,0.029245171572847114,-0.009804878846323343,0.030032133356301692,0.0029104721630062503,-0.030997321755494012,0.02055148463589873,-0.07662458229751731,-0.04925892420376532,-0.015208976471534475,-7.646703295355675e-05,0.03736138030825846,0.006465941773265319,0.018760633265178045,0.025525342441717266,-0.02143206050135093,-0.01506321160745398,0.01415891885411974,0.008429796087838427,0.0027298864135942564,0.007261338684825269,0.012213437987959389,-0.0015340298522802881
07/31/2005,0.012789229707812884,-0.038642192553725266,-0.010153379170757025,-0.017044666529518613,-0.0031705112005013004,0.052953387006785646,0.03033763596319665,0.0159928994481583,0.04350754096862056,0.008788701875291864,0.014945546979520686,0.04202383462481925,0.03340894342099096,-0.013280080337566724,0.05352161338435264,-0.008073460087746051,-0.0008588172149078697,0.027808896086620325,-0.05166359325296241,0.0141625835129283,0.004534233683170437,-0.01526238555699802,0.0004147785508208544,-0.003333684067656345,0.0027534101699883537,0.008781342302500803,0.014228464848930068,-0.004281905858023073,0.00486442527721198
08/31/2005,-0.002558551380202915,-0.03075276041868707,0.003630541677513241,-0.05181008277213591,-0.028417285294353986,-0.0024548598167801854,0.06625739176364157,0.016859259097782783,0.028123469297955082,-0.005338505165212031,-0.002388860002655596,-0.005371471669062277,-0.0075863094811691794,-0.11806667620549757,-0.008197824738982992,0.002690939743068643,-0.009068279801614641,-0.0041004008012244944,-0.0230555048679573,-0.03955645647466132,0.019954113146441382,0.0037652279699760295,-0.028226532428774716,0.0019168043493768524,-0.003459527917301444,-0.008806850072965227,-0.004089475434461372,-0.0018230066650334875,-0.007603737063689546
09/30/2005,-0.008193913890403883,-0.011445925444858793,0.012987980705279524,-0.025042197980637868,-0.015628876358923127,-0.0014423200426913981,0.0031578098952981474,0.02352430483571604,-0.020133667491417446,-0.01988180856951145,-0.018919935380261044,-0.028362681121049928,-0.03486059531348475,-0.016985457630890977,-0.041552310327216166,-0.00939388544574907,0.012657053825805512,-0.003132218983287768,-0.02437051806861738,-0.04912366874871576,-0.004258077914415402,-0.006915839227913761,-0.028642166561681802,-0.005359707903419882,-0.006745153748469517,-0.008077791452428987,-0.011888208582555968,-0.006825950965179843,0.0025431688962087866
10/31/2005,0.002943767526430918,0.023841986338621224,-0.015253717001989079,0.03486690636467399,0.005522257642377062,0.00827478107422946,-0.006373459194872807,-0.009781057994528457,-0.02245617222540771,0.015220140613996552,0.008665316805220289,0.03571247269187535,-0.02050667783183586,0.07578268845510433,-0.040428217209662345,0.014815908198582353,-0.0011648727023500297,-0.004652614328480411,0.060935936755636015,0.0011417405928198527,-0.012436416065357812,0.02867075778989771,0.03846648465926462,-0.0025142024218841406,0.0025891282888860995,0.007347204609882078,0.009131741542616768,0.00038169752485870453,-0.0019036846172275621
11/30/2005,-0.028996360057956198,0.01355079327152333,0.036443068763139755,-0.02000847653185627,-0.03160067684340336,0.014302611386923262,0.034850211857612334,0.011783421599857737,-0.0022237839771272506,-0.030312330931542855,-0.013582241342643794,-0.053624669159124415,0.009561950113793431,-0.019526123810589838,-0.028256819738627568,0.020252401283719287,-0.0252527032362533,0.02133096945539235,0.01367015236697552,-0.030495215734852865,-0.01273828193185696,0.008911901111497027,0.040062987423087275,-0.00502657985930128,-0.008178509245854554,-0.011164687166789878,-0.004444872356755135,-0.006123520227351253,-0.019959204738344574
12/31/2005,-0.007755232127120992,-0.019070187614045768,0.042383941515990224,-0.04214956844870441,0.007889021134127427,0.007013145998776183,-0.01594384310939085,-0.0018830752043700032,0.0064298732466643175,0.002663010939529207,-0.016450258966400826,0.033400090413591224,0.02285572889603184,-0.12627948186362356,-0.034059005644249546,-0.009468993638312877,-0.07128471929478193,0.02456886142222115,-0.087091911479287,0.007342101546920725,0.04553158963487158,0.006251418501399153,-0.0076887524857587675,0.004570692039320256,-0.009474958854027018,-0.022857286987725715,-0.004224674859801334,0.0011051161605234814,-0.04790942438336755
01/31/2006,-0.03538314348706075,0.04213214517147807,-0.017534902568588716,-0.05519815980801444,0.003368736631984344,-0.03572037215017284,-0.032706144087297766,0.001734557821030363,0.05750898884859991,-0.017787064177290406,0.0036546663548752793,0.01395990986345533,0.024991186352826586,-0.12661026834615188,0.012152942948593403,-0.05317026349381581,0.03093977111561281,0.003624258121977867,0.012080358745548067,0.021753316913410002,0.004881626596722973,0.00021862644650857965,0.005800237565924538,-0.009916123219273432,-0.005479317228857932,-0.0014552388500107083,-0.009379819721607258,-0.01339534984130974,0.021469507307986427
02/28/2006,-0.0026973062650819356,0.06758705448220721,-0.0016237267067454259,0.059362302032360904,0.024391490539874966,-3.876241131880575e-05,-0.039757768484864495,0.019057180384554184,-0.018537263282574015,-0.029155607821272626,-0.01476293037886569,0.06256408816687199,0.005591485489569174,0.039898168074979784,-0.012934628950496421,-0.007004569475943773,0.05411652941558402,0.005256943765368459,-0.03170801726757275,0.015324394119009823,0.01861968081337919,-0.00010460690707995296,0.016327179668171717,0.010153367681114736,0.013150564339043753,0.01579260973758512,-0.0054196198250523585,0.014127137123206627,0.0390397251813055
03/31/2006,-0.05084178837086427,0.036851911865524375,-0.003659063977441308,-0.04619472094478884,-0.013233136152113637,2.365151505855675e-05,0.03541786908376665,-0.0374817758369234,0.024145466577941362,0.036777578307451264,0.01087565098905561,-0.05877994373278417,-0.009988327725080067,0.017961195681131123,0.04121845677608794,0.012300952491351463,-0.015358635140420844,0.010692104095357072,-0.034815929531959874,-0.011583958813827594,0.03963280702377768,-0.028270692153577706,0.01711051462438522,-0.008193013891486101,-0.006791263664771608,-0.005558828654231888,0.008662845221255457,-0.011233656009138166,-0.019207343839628396
04/30/2006,-0.029889035756973346,-0.08932093066347138,0.003243210698076461,-0.012387158397524939,-0.0263889035624564,-0.006917172545865538,-0.040568017447632325,-0.0045440920678300155,-0.059633726984915744,0.006969938781788762,-0.006802381380908244,0.03688802674273107,0.008336316212677844,-0.05132317487325627,0.14290813172555641,-0.08649610268374927,0.027150355970050125,-0.04670273947643157,-0.025574095822154766,-0.032318850221435706,0.04942710421457329,0.022765108424600694,0.04135036689733006,0.01298114035838538,0.005138948977708851,-0.0016476160984599704,-0.01235908633783004,0.010947674284246551,0.017673791424349976
05/31/2006,-0.016508207010183507,0.055966674067132766,-0.033923896541626634,0.03490539431456205,0.040523177104748606,0.010819632146362258,0.020171428879277597,-0.008973623020265668,-0.011249190371876053,0.023483200324246445,0.019968054873337082,0.02218785504181308,-0.011620038040497308,-0.1470845340839081,0.04984971860072101,0.040616825959836636,0.04551883039768401,-0.006279832945907822,0.004489488731146126,-0.025399346891640015,-0.004932485233134718,0.004941104530713107,-0.014981828237370438,0.025634186554645992,0.023174844879639778,0.021120089064048483,0.01487906905055855,0.026408230252633263,0.02821032198670038
