DATE,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HKG,IRL,ISR,ITA,JPN,NLD,NOR,NZL,PRT,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific
05/31/1990,,,,-0.019992715627025856,,,,,,,0.026886149619637173,,,,,,-0.043506035236629215,,,,,,,-0.043486835580323194,-0.03621680503078324,-0.03059178211576926,0.026886149619637173,-0.04236908638092683,-0.043506035236629215
06/30/1990,,,,0.009158774672478144,,,,,,,0.01164451277092244,,,,,,0.03607306618409392,,,,,,,-0.019421233426902478,0.009652444503925989,0.030977139840520328,0.01164451277092244,-0.018076905767457845,0.03607306618409392
07/31/1990,-0.017966016695094737,-0.09764643981748321,-0.11734031398812914,-0.01705742156320043,0.037264765132967496,-0.047029643001165376,-0.023220492671100088,,-0.026782978791777746,-0.011239781362604676,0.0089641466767825,,-0.015681734641730206,0.0022029028161367208,,-0.03272992594326862,0.0023272403346697307,-0.08550344278484047,0.06757774144742357,0.08485716043054203,,0.04319836591631404,0.04082312264628954,-0.003130434813697705,-0.003774478563943778,-0.004136494949154952,-0.014720729750879007,-0.0037841002037367847,0.0020030963522901886
08/31/1990,0.03596446743702972,0.11110044568419496,-0.0433990237360925,0.012719028834049548,-0.029367421314272613,0.01794767559913734,0.0228954738684567,,-0.046274974861234636,0.013238123245014988,0.017659462841731602,,-0.002726277363387389,0.031824978390589634,,0.08885320410921804,-0.0069897596528639,-0.016831197042972222,0.024183746894820453,0.010506638718442287,,-0.04215104209264827,-0.0023981002816128878,0.01107641740973648,0.00582297953075105,0.0029991474631658535,0.017930482761716375,0.011155122123162364,-0.005864766692110432
09/30/1990,-0.021649642429248574,-0.00015148131162118217,0.05543204134167978,-0.026407884239556915,-0.07024754759537286,-0.03493639406878559,0.03355850683152481,,0.10597834833580667,0.0022564052886415026,-0.021127701036955097,,0.02304616453857594,-0.009166516989846761,,-0.0009677805780821322,0.04681037613637805,-0.020092318831933985,-0.11120925246670746,-0.0011055578878059677,,0.009311386809002358,0.05161255007070584,-0.016414834664127693,0.007278057549929693,0.02007986487285555,-0.017041953452165762,-0.016914545636500192,0.043403009270529924
10/31/1990,-0.01782379367109848,-0.07389102382920568,-0.054759791070660487,0.042425147072771244,0.03078403283594385,-0.04727483615812709,0.00020404302819327855,,0.020929307227947367,-0.06786868535844451,0.022649107541904533,,0.03535343052436453,0.002012302407583759,,-0.016751156958702197,-0.0020388131954499067,-0.08524436528561416,0.06190246004147027,-0.0525834379725522,,-0.032199109972514156,-0.22020362559520948,-0.034110748236921125,-0.016834495028916815,-0.006592661885132432,-0.01781656168329285,-0.03025031086937432,-0.0023382125569215845
11/30/1990,-0.0393965751175682,0.031517811612540886,0.07669753219884443,0.010263616521745445,-0.06050728030776478,-0.004897399690863153,0.04412273562305208,,0.06586605357562525,0.017865835665331984,0.03014827701347939,,0.024617239683217475,0.03771674471333348,,-0.08487133783387625,0.02317938725223337,0.013113868415568344,-0.011506331026028271,,,-0.0044162067189249254,0.08570857072649168,-0.002158865108017414,0.010772017533106162,0.017188020481319392,0.010331277028405854,-0.0015320914273010105,0.021126915545027825
12/31/1990,0.014954418874631876,-0.05606799430072983,-0.03787502310424926,-0.0177855965649963,0.007943917549920382,0.042240350997420344,-0.00818667024908265,,-0.055690167708967696,-0.0309570568874914,-0.0190003257808047,,-0.0481391519227156,-0.08163691914766884,,0.040203744418338655,0.01697875156566293,0.019203024807299213,-0.03312385794595102,,,-0.008360782450441214,0.051464698387787486,-0.015567932801918056,-0.0007083591603728066,0.007802584647664966,-0.0023340603971846235,-0.01567595607477041,0.015280765246613719
01/31/1991,-0.005147403096427425,0.07391424211599,0.10290041735046562,0.013568573595362137,0.06866729799536833,0.04764384529840591,0.05618635131474515,,0.09061017276156261,0.0033896017464330216,-0.032623218625886956,,0.0332420197992032,,,0.03470413039722645,0.016492940104712632,0.06826266090474123,-0.017795754462373425,-0.09368427024034076,,-0.04931510022423428,0.06010366034062774,0.011330964540258278,0.01247917443475437,0.013143674788605512,0.009428324117484824,0.011440919546633474,0.015314129584893199
02/28/1991,-0.003047029719385857,-0.0037377695180382687,0.06276576346730581,0.039965685082062434,-0.023115356724793673,0.06096580149847782,-0.04418482549432138,,0.1381831578234213,0.05482855010873543,0.043223960391697666,,-0.03876994245139755,-0.09613231520766416,,0.11329852907740329,0.01987041545746267,0.04877550876169339,0.12242191808049749,0.17741636600329141,,0.07841787661254007,0.10952088670097054,0.02990013558984122,0.030568190678359093,0.030965585482255573,0.05058260980518088,0.03032503206361025,0.018801512905518184
03/31/1991,0.04523520919990257,0.04276425278232194,-0.0308994214291817,-0.01746553545193518,-0.01610014354129209,-0.00946798404974125,-0.006976452845619078,,-0.05243432476602243,0.03073586034475228,-0.02080695658511965,,0.08582387249232762,0.0069383169310548165,,-0.027949591136489024,0.011994610659347942,-0.01734482615408552,0.04012480315593585,0.05845218006791901,,-0.0009548915458347795,0.05655972386647904,-0.009966161784121803,-0.0003298523276963651,0.005173432596117418,-0.009474926291239319,-0.010281147979227849,0.01454636280154092
04/30/1991,-0.01688151951340118,-0.043365615955344494,0.023452942977147125,0.025154675922187807,-0.025277914919707455,-0.007586910705942898,-0.003622833774111001,,-0.006849809946560967,0.007721803517624019,-0.009643167864238685,,0.014704091137903138,-0.03313561529576852,,-0.03850813496626503,0.00836621517317445,0.0009754738786318601,0.010242873120363288,-0.02315348330430001,,-0.07382420454571986,0.07517851886323713,0.008546302913951899,0.004789334138294683,0.0024666021468842166,-0.006823605186642942,0.009229769109365654,0.006728819346138157
05/31/1991,-0.0339601952420231,-0.013009661752619528,-0.025747168257228715,0.0022124185237549256,0.006379564984629933,-0.021483478861178344,-0.034494863819676924,,0.008127245026324925,0.02401283883726379,-0.014500163707578352,,0.0026082647617505627,-0.07357147659050899,,0.06431381159781188,0.005032348530196941,0.04643666372144557,-0.04238172443798111,0.08238115637511696,,0.019007126655851334,0.07765345458570198,-0.006373737830591841,-0.0007708846107319593,0.002661922609040742,0.00019153237161684527,-0.006028368684857461,0.0040328572519764475
06/30/1991,0.03062218825941167,0.04665218888705707,-0.02759277227363017,-0.03478555179341928,-0.04539653855431772,-0.016728345354185322,-0.036172083076368114,,-0.00667761352333981,0.03191133795730539,-0.039238455279158244,,-0.006457178620681769,-0.008872708958921584,,0.04835359124234538,0.03449462145214318,-0.0013749253296978133,-0.014185231393850308,-0.005832936541443741,,0.024699166834515042,0.0021569799656182423,0.014223643828686846,0.014460585007885336,0.014612093631470152,-0.014827981387387872,0.012270196467673931,0.03317567375300884
07/31/1991,0.04236360314730883,0.01938950434691038,0.019208916679339594,0.0040678246216969815,-0.01922378732988315,0.023200294767377484,-0.0025863037698796304,,0.0429966642215698,0.013826919314827792,0.0053786531413362,,0.017859315989804014,0.032449014952455627,,-0.01681136217317747,0.014391382535040374,0.024973298143141857,0.003749374685722764,0.07156748267767304,,-0.00586191064978887,0.013146732328022572,-0.023593737684216364,-0.0015942950051718611,0.012797314445507685,0.008878361465158337,-0.022461026956106692,0.015363396076899152
08/31/1991,-0.013156040099474188,0.0025186966622452733,0.05088632535187533,0.015773719434506627,0.00012593274279771964,0.0021010113161778468,-0.014374342743949487,,0.05914626857733682,0.006235243607967148,-0.013928468077822376,,-0.06617980786231172,-0.03599176685322117,,-0.04181841570494303,-0.00032640527797314287,0.015312101545699805,-0.011993491098666063,-0.07474202786723182,,0.011023883868671262,-0.02893703357738514,-0.01733973041888161,-0.00899341556447329,-0.0034957456835884113,-0.0063833716672490005,-0.016017843692668447,-0.002678988662808024
09/30/1991,-0.00821848102965507,-0.009981042510341778,0.021936306884787017,-0.015887501768043738,0.028235018343817076,0.03355677675432961,0.019074817540790805,,-0.021026239266512012,-0.004053314299347768,-0.0011848013449412258,,-0.03560537947865251,0.0034681340468901457,,-0.05772672882512305,0.002589457263842375,-0.029536220109959006,-0.060119474424913,0.0928525442988902,,-0.03361269928912199,0.029369567460670976,-0.004103057816141323,-0.0015532279871219102,0.00022559357833166864,0.00035813894750918963,-0.00456263785403266,0.0009069992587999731
10/31/1991,-0.03744683195639683,0.12807514001469653,0.01953305304578339,-0.02360410004392992,-0.14548381604224675,-0.026097913370944952,0.059861470954976875,,-0.0026391595963352393,0.01320072385200766,-0.04936094054670114,,-0.022366750474393356,0.03508019594815376,,0.020121687951487693,-0.014200828837584214,-0.01862496521797183,-0.030523782332656145,-0.06914535854278153,,-0.024580797716591492,-0.026982128391992502,-0.006721129751715848,-0.015038262360283822,-0.020468332792539155,-0.028420146741672387,-0.007362807243296994,-0.015578071410154989
11/30/1991,0.005124059070984295,-0.028866160009935526,0.031090165005561034,-0.006170119976687744,0.02421646085776266,0.005996644651904148,-0.02045257108595631,,0.004349995301813377,-0.005911452884571848,-0.057755970815496285,,-0.010799505333257887,-0.03335315688325809,,0.018057231922911983,0.0015225343059749943,0.01031136637123861,-0.0016903464155586453,-0.07032228238837054,,-0.0037328239465974212,0.1456078386000659,-0.012286639669829907,-0.008918489091735999,-0.006733616411503076,-0.020550802645892544,-0.012048245408271681,0.0010445425214672018
12/31/1991,-0.013671701317477062,0.10472502366445091,0.015187942936696609,-0.002861055907679078,-0.007478894752829311,0.030825541882880367,0.009870606422936096,,0.007860150633465023,-0.039327206566483,-0.03948024921776966,,-0.012166193634421044,-0.05306864890846141,,-0.10425754010136637,-0.005045068941402256,-0.037932104768765185,0.11298602937846974,-0.10888039134012173,,-0.01974016024285167,-0.059942085179323035,-0.07183597651137791,-0.03669703479670329,-0.013587623309778085,-0.02687104009408994,-0.06907888681281854,-0.00613681842831908
01/31/1992,0.0480107541270421,-0.08462239138274616,0.029966172080229215,-0.035713774939963076,0.02164528667989072,0.03813663536276407,-0.006817829857822822,,0.18259212699821603,0.020713678822253313,-0.0187775780221261,,0.03393623009994583,-0.002569167353442591,,0.0276137157756859,0.03311359912142753,0.010624847048706629,0.04288751201941603,,,0.016416955034944513,0.13286276335000488,0.04483217165750621,0.031363002814546105,0.021891747590933,0.007486803154589595,0.04189627851686901,0.033473079964819845
02/29/1992,0.026604459854032033,-0.06072163210083377,-0.010215803978749818,0.005413774665663974,0.06225110629805414,-0.009041514505206169,-0.03650004312815479,,-0.004583193185293349,-0.013309947498980106,-0.0023632975094495037,,-0.024977713710473453,-0.01259003952095109,,-0.00937504386433893,-0.004854885172049817,-0.025181663464100265,-0.058470599777490855,-0.028173157866591365,,0.032670189827553785,-0.028854505056137503,0.03284336848406587,0.011060652884722785,-0.004484452205714346,-0.006306598864077714,0.03165174262314416,-0.0038477823777034927
03/31/1992,0.0033834076859889754,0.015504342203177902,-0.008168323249206728,0.017603194117511732,0.027893571186780645,0.006391525189537325,-0.041234846028220175,,0.06770631775773982,-0.030581799880681833,-0.003417907985953308,,-0.01631905727971619,0.013083430574190601,,-0.028124582848090027,0.02151343835757976,-0.008191784880401225,0.022190461862282976,-0.0740502272091777,,-0.0022505524684612623,0.050552636449032164,0.029767867374321133,0.017906390312765696,0.009009652017789093,-0.005762654414797429,0.029237154134135433,0.01865866871119584
04/30/1992,-0.026009676359604612,-0.02615225108016897,0.0037436832106748858,0.02847545829724316,0.045829325175784724,0.03495492578504968,-0.0032036901355953036,,0.02749789935169563,0.04192565701902727,0.08505613232386353,,-0.032183742990813904,-0.024464917844888454,,0.035581012892285886,0.08476651843839908,-0.006642324966125274,0.0017998231582360621,-0.02833614299586356,,-0.009101048277589514,0.028586841756764732,0.05389663341965682,0.05897650615669431,0.063029446972119,0.052715465507750255,0.052808910992139246,0.07290739495223564
05/31/1992,-0.006777123626509461,-0.03395600707535283,0.019714227411024257,-0.021282104550867716,-0.03297656823204684,0.010703397024799586,-0.03743199786918977,,-0.0026682808201793605,0.026380675867388466,-0.0009861220284502984,,0.1692120557079052,-0.026847461618706988,,0.03441709146645009,-0.030592043750796216,0.027716916518547567,0.014899730993595161,-0.09755491151269471,,0.023634645691461616,-0.12158230594041139,0.01668576321348576,0.002862572365553576,-0.00834808647283044,0.0057212192391559915,0.015084048135399522,-0.01931042166244991
06/30/1992,-0.0004427886872058022,0.002599767026059786,-0.029627701445962606,-0.023671233050786618,0.022854969387298835,0.0024451614025501178,0.03884331840924667,,-0.0108721697672736,-0.028885803275402345,-0.041467550318850764,,-0.012880118950704938,-0.06111866681235246,,0.06858247852613794,0.019881664115752925,-0.032127810318704986,-0.015232392653333517,0.006092866850850363,,0.01539693937288462,0.014308657976571541,0.030110760015820043,0.012867693547619782,-0.000260671333520519,-0.02007380867626302,0.027807474883308404,0.01717329201610175
07/31/1992,0.012035188652353344,-0.015058587294832455,-0.021270632435851408,-0.02426714912653285,0.03398084485290769,-0.007612028939769843,-0.032973081711857345,0.025968848947750957,0.0013028055661618802,-0.015920070822199192,-0.050762157844280155,,-0.05514911949779155,-0.013279942476299239,,-0.07355223691610056,0.009875338979205811,-0.08452441110310221,0.01346903754800573,-0.14456386079793007,,0.06662673309265923,-0.03921895280963669,-0.006585798704465637,-0.010022935976043253,-0.01266439944889352,-0.03304973663431374,-0.007356640633668041,0.006524830392613697
08/31/1992,-0.015421471955973527,0.16302029266054666,0.07149405818329882,0.019995833888663654,0.02682354539737321,0.027622776581763715,-0.11770097900295542,-0.008152723006052676,0.02476508280482508,-0.03250944151240621,-0.015063053462037046,,-0.02403280700221582,0.024150460531813474,,0.03919420174595534,-0.012292066583145165,-0.007393133076941188,-0.1323149533635009,-0.15617419736893873,,-0.027117083779791683,-0.0740556780842991,-0.00907556746745343,-0.008904403794105955,-0.008762801619164439,-0.005032245141290737,-0.007830022614200929,-0.014177917208388985
09/30/1992,0.004621271945259266,-0.06829778811888641,0.03335603814287118,-0.02258441175279666,-0.03488924254019918,-0.061298097595516146,-0.06644094278133578,0.038183666374159764,0.06102386242949702,0.031009411006299524,-0.01530065842689219,,0.04136937424251462,-0.003854986103203839,,-0.1018619107402554,-0.0004099890215519403,-0.045061113577331106,-0.10103088909425208,-0.14803987853095582,,-0.028645694880227075,-0.08244469917934927,-0.01206033905384958,-0.010686432387341672,-0.00965025803185657,-0.021810772165059403,-0.012517440968579423,0.0006261222603834776
10/31/1992,0.009924896741788335,0.019891727198388526,-0.027058331122935146,-0.018272289635990653,-0.002729943363824955,-0.021642250857312022,0.06783590490269215,-0.005800670454182283,0.15327736978864762,-0.007595785408218441,0.03480259256928123,,-0.004599957339727002,0.027787257931473228,,0.04605096824673843,0.02627443711148545,-0.06973095699071453,0.15426869096246415,-0.05223412109193418,,-0.0343175286869291,-0.05462032475894776,-0.034869417920458244,-0.006938353547052005,0.015035066146835979,0.007782368967970623,-0.034174610303987246,0.02280562101982223
11/30/1992,0.010403758771205463,-0.021777143670180958,0.04374232219529557,-0.04333866138473603,-0.07689325962901361,0.017723879349379346,-0.01421976673179258,0.031395593971676225,0.03894866562739964,-0.04586434407578659,0.02192026023662155,,-0.05020925633888826,0.058802865512301225,,-0.054790761628808804,0.0002150559586744944,0.007686552543591067,0.010010974773364361,0.11344184132001765,,-0.017839597049308657,0.24080687165212228,-0.02470155074059114,-0.011633598480374319,-0.0006399023400465542,0.004951298457801966,-0.025482054568650186,-0.001987000934095186
12/31/1992,0.009463201474149502,-0.027766839085010243,0.0783482815422014,-0.018798981603212403,0.0032467064625228415,-0.006028451801002489,0.041671565457821136,-0.03742829084122021,-0.007836248939599652,-0.03526223372097511,0.023024828713020376,,-0.06770854559386531,0.019731710080684115,,-0.06971331871325863,0.02746328096271101,-0.0016377845023049114,0.02686324954191531,0.12396445138418587,,-0.010132778386869334,-0.11493783621429063,0.007278612953457526,0.00906422557015183,0.010611595057481346,-0.0018223716097179854,0.006232496500712944,0.021646392946410922
01/31/1993,-0.012630630060368108,-0.0003848334807274017,0.07065190528514541,-0.05327840707782147,0.08101909623678473,0.019453224777259942,0.03497901809427741,0.12221565910901888,-0.00587914739463349,0.0331233884289483,0.0545461525182859,,0.05946786438860326,0.10992198344499562,,0.0019820407023130654,0.00033772502233167984,-0.026740097524145252,-0.0840339400690069,0.023426303452130696,,-0.03188620427800604,0.006523125224485633,0.040367242172977824,0.027427641890310633,0.01603492549121616,0.04044367075085284,0.03657556633872057,0.0022702545398071887
02/28/1993,0.011424390398918531,0.030560069411572542,0.0023374373047767723,0.005964687344299556,0.05224236157319267,-0.01753386541849007,-0.04142238691882177,-0.034690234248942436,-0.02675870418152619,0.04633617440507793,0.04624007266829068,,0.05279497390471263,0.030419247025139682,,0.15982549440239002,-0.005627261104748206,-0.06664010329856628,-0.004058776142436896,-0.03162091357589688,,-0.015005194537100778,0.0681521366269711,0.07291287947084636,0.040459114534244396,0.011653956153771766,0.030077318680421496,0.07024676738326666,-0.0021839137048671672
03/31/1993,-0.01896416521765821,0.027899039396832914,0.01977784335754639,-0.01437036173452804,0.017634365325782574,-0.015028454034064154,-0.005655555551945709,0.003146829961373644,0.053089053699336454,-0.03258682921332566,0.04665011751807371,,-0.015576326519100441,0.12363765059675294,,0.007308828834090949,0.05371070156371525,0.017036051480575146,0.13057970413467973,-0.04760242187315488,,-0.05558959694889651,-0.06106834337076314,0.0037858342565882026,0.017786127483781722,0.029836626536196714,0.014373738968527476,0.003020188618461042,0.04430893254748727
04/30/1993,0.011079810387106984,-0.00010074539295201052,0.011721087747692769,0.009395412913083198,0.006375149937739244,-0.004827556170396524,0.05551803761530551,-0.03580934979506314,0.010464731921840664,-0.0004938261982562753,0.04965391001616605,,0.050395381876037246,-0.0963281935105911,,0.03224842063016467,0.059204996127761755,0.006123620463073147,0.004492449257867863,0.09853427708158058,,0.004414895611187207,0.010394773810965846,0.03455535408765566,0.037902890048226605,0.04060563905787605,0.020807967820508408,0.0334711960499979,0.05613084026421366
05/31/1993,-0.035298640492409314,0.06720092770803324,-0.058430660426734435,-0.029188675569615168,-0.006184544938582007,-0.0029012564834908624,0.05237210565756273,0.05717342657604028,-0.003007613831978409,-0.015307328108272983,-0.012452750382738211,,0.048921183826159814,-0.01889596961200176,,-0.13731399702075325,-0.002327266268445702,0.02844871274525408,-0.02816454076006786,-0.04468455613715115,,-0.05325744091896372,-0.050602846812814656,-0.023315838071959773,-0.013805518782298859,-0.007025805645267983,-0.013019881858589537,-0.023590072510952825,-0.002082504333343213
06/30/1993,-0.01276826033968228,0.09195059361177373,-0.019097027173360523,-0.08737086144007036,-0.01887576615977637,0.070515652025641,-0.01730642916665009,0.026469047333160776,0.045805410988756706,0.03013929996161071,0.0022089344252180397,,0.0050687588171938035,-0.020508175308244662,,-0.046064097811567485,0.0029520054249495067,0.028593476337798032,0.06446038221824327,-0.0002804234537030978,,0.006335263278536526,0.01623759550994395,0.015154353508583782,0.008871749480750115,0.0044432087827949406,0.016596926318759198,0.010302447634051092,0.0025764919883013698
07/31/1993,-0.050009846081816606,0.008526975899155404,0.08835591302636185,-0.016525871113001796,0.1174535910207131,-0.00717177234802628,0.006874654229120113,-0.05181677271353959,-0.02192038962845791,0.04913392702747306,0.036294266570807386,,-0.03212500220459027,0.08203727570109928,,-0.033480184990399654,0.011983767608371375,0.07798130645422738,0.056211019533528125,-0.12238651320974071,,-0.012672477026682304,0.09942716276274219,0.02779737225208589,0.020801485141735004,0.01566665120576394,0.033649568841225365,0.025674799848014553,0.006857747973546139
08/31/1993,0.02310400637268628,0.04904149108994729,0.06758422146310332,0.012033329831780626,-0.03020496220367351,0.04877127746749045,-0.056040608873894164,0.07322825895894416,0.014451064002398518,0.0026471616897783268,0.011762762735448327,,-0.07157285045383123,0.08996879174691785,,-0.031124879835437453,-0.008902104780644052,0.01615738980856477,0.04256113563766345,0.06012993377011539,,-0.014518350957366288,-0.03710360283718486,-0.0069072949913777,-0.0033951053815581013,-0.0009231096652999821,0.014315998151815373,-0.005992136168771312,-0.010353477041388004
09/30/1993,0.005378223754392685,0.01949224072741513,0.010178439930902476,0.02012210751324265,-0.020377566642587698,-0.005147654206548738,-0.045858665052667336,0.021738997660282897,-0.02724675286635625,-0.001904764296582765,0.0023522083617038446,,-0.004731381333083203,-0.07367740607968445,,-0.05748608301340352,0.01608632159471605,-0.023357782561385654,0.0076210017227248475,-0.0346088911735624,,0.04549545602652848,-0.07924992840626899,-0.007605037980280653,0.001040991049433779,0.007020350002719288,-0.007386762350223399,-0.006250489744725272,0.015017625825838612
10/31/1993,-0.010842326146203441,0.00715533778178086,0.009529948834892533,0.02386031560269858,-0.01073752739068122,0.030978317028779248,0.029726556354617094,0.06352042735189806,0.03434753028477104,-0.005648128080342301,-0.003243083726798287,,0.051997655896786774,-0.060226896176556424,,0.02949899686052443,0.04301261842740886,0.007800288027426307,0.03854885495923823,-0.04572734990097297,,-0.034631137431233444,0.062234527894949786,-0.00015243681129648197,0.016184601576093336,0.02774389453603464,0.008914558448100175,0.000984797827649677,0.0397367963487278
11/30/1993,0.05770992026417543,0.013214338930401425,0.03069160548749645,0.06415171518797866,-0.0026096402029710704,-0.0009768790798026887,0.03850650845642356,-0.018178164085086483,0.06244957703180928,-0.013814944728487067,-0.0005018526849964958,,-0.002559321917839561,0.06941542787166362,,0.018027887825551706,0.005539728160928771,0.00198274256168764,-0.02785273566526433,0.017360418839030223,,0.0014454965845168105,0.048339489823636506,0.014731692018304423,0.00999522343630033,0.0066563398844560855,0.0004985888476638587,0.017183536903187538,0.007039434707012002
12/31/1993,-0.004783457316663589,-0.026876770723636596,-0.03069189355166382,-0.022627850113739884,0.0279500025828378,0.07999346206270165,-0.012710260476762342,0.018801158330505843,0.02461322633943954,-0.007196194648174586,0.007050785023506798,,0.13076709067947656,0.019293186043324168,,0.04389259801465835,0.03537284253925285,0.019050126625649567,0.0705279191313497,0.04945716343732663,,0.07220000304461754,0.005811996081513433,0.004946507423287315,0.019239756031337756,0.03012977855757562,0.01987634106161897,0.0035649680858564317,0.04159527753171449
01/31/1994,0.03219371038674053,0.05871839121013873,0.005607744095585315,0.03479910609167799,-0.05772418997747514,0.032251830235991714,0.10037613584176794,0.058494691119384504,-0.0012786253979356482,0.028616901943329547,0.03245251180436707,,0.03462160190146436,0.12080474712661007,,0.07463172564383384,0.007191033805453669,0.02528358351370168,-0.0021322953755794904,0.04301331447596204,,0.03657250479954992,0.09544513016874348,0.022386953422052127,0.021330641139796193,0.0205559335320048,0.0305633613602619,0.023016104143448672,0.0117597352136481
02/28/1994,0.03613035722972051,0.03241364240868329,0.0036722977216437306,0.01958675271720075,0.028917499633392112,0.0023805060869443537,-0.036103779478499014,-0.004665094091486306,0.00608664037973621,0.0415770661431334,0.0037850396652113925,,-0.0050985832521191,-0.05669333334797315,,0.07195361076133319,0.02960717488513654,0.0009908575799643185,0.011677078245250817,0.04191323307034789,,0.06019827390026215,-0.018051926800996522,-0.01391902366875202,0.007365706482174003,0.02195336364692858,0.012920891996495069,-0.012186751782501623,0.028478536770430593
03/31/1994,0.006513780359645239,0.0008359820975562433,0.0007336851732291766,-0.018988107850959418,0.029259039544592677,0.04486598396382936,-0.08244357802330597,-0.08869085175241825,-0.10315282614569006,0.04786059412756262,-0.0012516732007811,,-0.010202138128496099,-0.016868619422992656,,0.07201463533834318,0.029925637726510385,-0.007262367774945169,-0.019013742717845263,-0.10232921367029124,,0.026957434158500288,-0.009838068295007045,0.018759137562032492,0.018967608238850752,0.019106221502692828,0.012954870920353169,0.016765846727430166,0.02561104920725703
04/30/1994,-0.0016078779762398205,0.030781317930348995,0.07782177511146765,0.051563790684983325,0.02045532401296802,0.0454327229657232,-0.0012829481006605237,0.06819524293801979,0.06263938255040495,0.005864596496063787,-0.006127978572749104,,-0.028159015565718586,-0.04026829032458139,,0.10972513158082307,0.02811731167080455,0.09206159136592917,-0.037902610925736116,0.08391150191536478,,-0.040078748953774876,0.03958938662880973,0.0161725776927878,0.021115103897385405,0.024361777343194172,0.02544550238971179,0.018069110908132898,0.021887044518968047
05/31/1994,-0.014699194717493227,-0.018314375328548526,0.012138646312403793,-0.010917354775570352,-0.00833345699237684,-0.019128131013550105,0.03566773277119292,0.003053872515149908,-0.023485697221191686,0.020677259708549885,0.020665948381361026,,0.02695490303140821,0.05379422117161502,,0.036154691235121536,0.03656897976404213,-0.03567358663889801,0.044447078327954664,0.011193596645059528,,0.007338700789699807,-0.04959618007955363,0.009177806409936418,0.01660390114843505,0.02136151468043888,0.007156892533314496,0.008120687265265556,0.0329295628673138
06/30/1994,-0.004009702372731568,0.004088732033061593,-0.0020986032629779798,0.03341015612723721,-0.0015971811890032606,-0.014155028649849176,-0.025135260116737206,0.004614982563025616,0.07225731606035912,0.007983706886217763,0.0047023482736005245,,-0.019559597533529486,0.10025190750039473,,-0.05481480964132871,0.026024397257926678,-0.007271781750464288,0.06477868490839991,0.05386957263526169,,0.04060061833805578,-0.009061901887623992,0.019547358123942964,0.016048593120367806,0.013785601197488718,-0.0021530321292140293,0.020283962660390075,0.022721078982479687
07/31/1994,0.025453045785990863,-0.03135481897479305,0.05256936184619151,0.01385945470514442,0.029497358330864996,0.011476111576038294,0.02631268390234378,0.039050869566749885,-0.07372257767006604,-0.02730176115344688,0.010596112086772112,,0.021159382742982596,0.1063436407541548,,0.02317626445691951,0.0005872034351113459,0.010752447197947705,-0.05525806951803691,0.004464059985134191,,-0.009764389144071003,0.035522818399160536,0.018552372040453624,0.010183455302317578,0.005017212173757326,0.008722181016268062,0.018312546987975905,0.0022973216088671526
08/31/1994,-0.027578093848366934,0.10358486793807621,0.006980937236836272,0.05763162246602255,-0.00866084154804682,-0.0027133262716219717,-0.052828361984030285,-0.04084168335112373,-0.05546205846131834,-0.000677137747531341,0.016100356983482216,,-0.01744820100614066,0.02256470198348673,,-0.025729129083058085,0.00027685583329873503,-0.03593145563575624,0.021104513019828505,-0.032074194411251235,,0.02795943201469845,0.00619247844212123,-0.02518617269991784,-0.009057673930444179,0.0011046441369947147,-0.00048794826813754275,-0.020921072840219383,-0.0011676924879674673
09/30/1994,-0.012904779659414597,0.004213978958690832,-0.004102331428194595,-0.03890918582934997,0.007866249471566288,-0.041949418365805166,-0.005660895017625205,-0.05186910907292646,-0.002770124274460526,-0.014181123046759402,0.008379035120739741,,0.02152881559415881,0.012787264134586435,,0.05430755859492172,0.013668565986461862,-0.04060224899444012,-0.06625333932641335,-0.010599449659826777,,0.04706813795860648,0.029847607589620916,-0.021140421639588923,-0.005703376382324772,0.004107554941028943,-0.006735671705531668,-0.022056764570029728,0.013936903116593223
10/31/1994,-0.0009533196260613254,0.004740065134307062,0.0620853193310676,0.049665571437496066,0.004788483348000633,0.0021368422100030895,-0.0382632127084641,0.014245890624565109,-0.10141455731965546,0.012485188771294543,0.008191047808824941,,-0.032499822695755576,0.11590515075909949,,-0.0038668499716729993,0.006950080778267562,0.029124135061861615,-0.021851942960056284,-0.04510257797171867,,0.021599392891013043,-0.037100460336169344,-0.02135974236266337,-0.003966755106790675,0.0072006773770949255,0.00725979238110157,-0.017585516622871736,0.0045227177500298775
11/30/1994,0.027652711578503658,-0.0063494556498576975,0.053079782576299944,0.04384191265215147,-0.03349670464509851,-0.002927413268670888,0.005036157418910581,0.000732884558811854,-0.030954563811297,-0.017150819115486163,-0.010375432465592634,,-0.038351390172854355,-0.026802356351129975,,0.03483124027139643,0.011115660147804362,-0.04022276135879966,0.052630895400628624,-0.0033211461662639753,,0.060748005059256406,0.010764727079458778,-0.00032731875093932597,0.002511497439561126,0.004304603581095457,-0.00853618578104487,0.0019614799090274604,0.010534542098290519
